YEAR,STATE,EDU_LEVEL,EDU_LEVEL_COUNT
2019,Rhode Island,Bachelor's degree,254
2019,Rhode Island,Children,302
2019,Rhode Island,Doctorate degree,22
2019,Rhode Island,High school graduate - high school diploma or equivalent,310
2019,Rhode Island,Less than 1st grade,5
2019,Rhode Island,Master's degree,116
2019,Rhode Island,Professional school degree,19
2019,Rhode Island,Some college but no degree,168
2019,South Carolina,10th grade,88
2019,South Carolina,11th grade,89
2019,South Carolina,12th grade no diploma,50
2019,South Carolina,"1st,2nd,3rd,or 4th grade",8
2019,South Carolina,5th or 6th grade,21
2019,South Carolina,7th and 8th grade,44
2019,South Carolina,9th grade,54
2019,South Carolina,Associate degree in college - academic program,142
2019,South Carolina,Associate degree in college - occupation/vocation program,124
2019,South Carolina,Bachelor's degree,427
2019,South Carolina,Children,571
2019,South Carolina,Doctorate degree,45
2019,South Carolina,High school graduate - high school diploma or equivalent,682
2019,South Carolina,Less than 1st grade,5
2019,South Carolina,Master's degree,158
2019,South Carolina,Professional school degree,29
2019,South Carolina,Some college but no degree,340
2019,South Dakota,10th grade,52
2019,South Dakota,11th grade,54
2019,South Dakota,12th grade no diploma,23
2019,South Dakota,"1st,2nd,3rd,or 4th grade",1
2019,South Dakota,5th or 6th grade,5
2019,South Dakota,7th and 8th grade,46
2019,South Dakota,9th grade,48
2019,South Dakota,Associate degree in college - academic program,92
2019,South Dakota,Associate degree in college - occupation/vocation program,126
2019,South Dakota,Bachelor's degree,308
2019,South Dakota,Children,514
2019,South Dakota,Doctorate degree,19
2019,South Dakota,High school graduate - high school diploma or equivalent,405
2019,South Dakota,Less than 1st grade,1
2019,South Dakota,Master's degree,93
2019,South Dakota,Professional school degree,15
2019,South Dakota,Some college but no degree,229
2019,Tennessee,10th grade,92
2019,Tennessee,11th grade,83
2019,Tennessee,12th grade no diploma,34
2019,Tennessee,"1st,2nd,3rd,or 4th grade",11
2019,Tennessee,5th or 6th grade,20
2019,Tennessee,7th and 8th grade,55
2019,Tennessee,9th grade,76
2019,Tennessee,Associate degree in college - academic program,138
2019,Tennessee,Associate degree in college - occupation/vocation program,99
2019,Tennessee,Bachelor's degree,485
2019,Tennessee,Children,754
2019,Tennessee,Doctorate degree,46
2019,Tennessee,High school graduate - high school diploma or equivalent,840
2019,Tennessee,Less than 1st grade,12
2019,Tennessee,Master's degree,201
2019,Tennessee,Professional school degree,36
2019,Tennessee,Some college but no degree,497
2019,Texas,10th grade,284
2019,Texas,11th grade,362
2019,Texas,12th grade no diploma,186
2019,Texas,"1st,2nd,3rd,or 4th grade",108
2019,Texas,5th or 6th grade,257
2019,Texas,7th and 8th grade,273
2019,Texas,9th grade,411
2019,Texas,Associate degree in college - academic program,377
2019,Texas,Associate degree in college - occupation/vocation program,322
2019,Texas,Bachelor's degree,1502
2019,Texas,Children,2439
2019,Texas,Doctorate degree,113
2019,Texas,High school graduate - high school diploma or equivalent,2190
2019,Texas,Less than 1st grade,48
2019,Texas,Master's degree,573
2019,Texas,Professional school degree,85
2019,Texas,Some college but no degree,1561
2019,Utah,10th grade,67
2019,Utah,11th grade,94
2019,Utah,12th grade no diploma,65
2019,Utah,"1st,2nd,3rd,or 4th grade",5
2019,Utah,5th or 6th grade,21
2019,Utah,7th and 8th grade,40
2019,Utah,9th grade,75
2019,Utah,Associate degree in college - academic program,143
2019,Utah,Associate degree in college - occupation/vocation program,107
2019,Utah,Bachelor's degree,462
2019,Utah,Children,975
2019,Utah,Doctorate degree,30
2019,Utah,High school graduate - high school diploma or equivalent,550
2019,Utah,Less than 1st grade,4
2019,Utah,Master's degree,158
2019,Utah,Professional school degree,19
2019,Utah,Some college but no degree,471
2019,Vermont,10th grade,51
2019,Vermont,11th grade,36
2019,Vermont,12th grade no diploma,29
2019,Vermont,"1st,2nd,3rd,or 4th grade",3
2019,Vermont,5th or 6th grade,6
2019,Vermont,7th and 8th grade,32
2019,Vermont,9th grade,37
2019,Vermont,Associate degree in college - academic program,94
2019,Vermont,Associate degree in college - occupation/vocation program,63
2019,Vermont,Bachelor's degree,396
2019,Vermont,Children,390
2019,Vermont,Doctorate degree,47
2019,Vermont,High school graduate - high school diploma or equivalent,405
2019,Vermont,Less than 1st grade,6
2019,Vermont,Master's degree,216
2019,Vermont,Professional school degree,31
2019,Vermont,Some college but no degree,228
2019,Virginia,10th grade,90
2019,Virginia,11th grade,86
2019,Virginia,12th grade no diploma,45
2019,Virginia,"1st,2nd,3rd,or 4th grade",16
2019,Virginia,5th or 6th grade,35
2019,Virginia,7th and 8th grade,47
2019,Virginia,9th grade,91
2019,Virginia,Associate degree in college - academic program,109
2019,Virginia,Associate degree in college - occupation/vocation program,73
2019,Virginia,Bachelor's degree,633
2019,Virginia,Children,759
2019,Virginia,Doctorate degree,71
2019,Virginia,High school graduate - high school diploma or equivalent,602
2019,Virginia,Less than 1st grade,7
2019,Virginia,Master's degree,304
2019,Virginia,Professional school degree,41
2019,Virginia,Some college but no degree,370
2019,Washington,10th grade,89
2019,Washington,11th grade,84
2019,Washington,12th grade no diploma,28
2019,Washington,"1st,2nd,3rd,or 4th grade",16
2019,Washington,5th or 6th grade,51
2019,Washington,7th and 8th grade,81
2019,Washington,9th grade,89
2019,Washington,Associate degree in college - academic program,190
2019,Washington,Associate degree in college - occupation/vocation program,125
2019,Washington,Bachelor's degree,538
2019,Washington,Children,752
2019,Washington,Doctorate degree,44
2019,Washington,High school graduate - high school diploma or equivalent,611
2019,Washington,Less than 1st grade,8
2019,Washington,Master's degree,270
2019,Washington,Professional school degree,17
2019,Washington,Some college but no degree,458
2019,West Virginia,10th grade,118
2019,West Virginia,11th grade,130
2019,West Virginia,12th grade no diploma,29
2019,West Virginia,"1st,2nd,3rd,or 4th grade",3
2019,West Virginia,5th or 6th grade,23
2019,West Virginia,7th and 8th grade,101
2019,West Virginia,9th grade,117
2019,West Virginia,Associate degree in college - academic program,108
2019,West Virginia,Associate degree in college - occupation/vocation program,121
2019,West Virginia,Bachelor's degree,338
2019,West Virginia,Children,716
2019,West Virginia,Doctorate degree,26
2019,West Virginia,High school graduate - high school diploma or equivalent,1079
2019,West Virginia,Less than 1st grade,7
2019,West Virginia,Master's degree,123
2019,West Virginia,Professional school degree,15
2019,West Virginia,Some college but no degree,406
2019,Wisconsin,10th grade,52
2019,Wisconsin,11th grade,66
2019,Wisconsin,12th grade no diploma,14
2019,Wisconsin,"1st,2nd,3rd,or 4th grade",8
2019,Wisconsin,5th or 6th grade,11
2019,Wisconsin,7th and 8th grade,42
2019,Wisconsin,9th grade,53
2019,Wisconsin,Associate degree in college - academic program,82
2019,Wisconsin,Associate degree in college - occupation/vocation program,149
2019,Wisconsin,Bachelor's degree,341
2019,Wisconsin,Children,525
2019,Wisconsin,Doctorate degree,21
2019,Wisconsin,High school graduate - high school diploma or equivalent,501
2019,Wisconsin,Less than 1st grade,2
2019,Wisconsin,Master's degree,106
2019,Wisconsin,Professional school degree,14
2019,Wisconsin,Some college but no degree,303
2019,Wyoming,10th grade,53
2019,Wyoming,11th grade,59
2019,Wyoming,12th grade no diploma,17
2019,Wyoming,"1st,2nd,3rd,or 4th grade",2
2019,Wyoming,5th or 6th grade,11
2019,Wyoming,7th and 8th grade,32
2019,Wyoming,9th grade,51
2019,Wyoming,Associate degree in college - academic program,107
2019,Wyoming,Associate degree in college - occupation/vocation program,108
2019,Wyoming,Bachelor's degree,264
2019,Wyoming,Children,594
2019,Wyoming,Doctorate degree,19
2019,Wyoming,High school graduate - high school diploma or equivalent,583
2019,Wyoming,Less than 1st grade,3
2019,Wyoming,Master's degree,127
2019,Wyoming,Professional school degree,10
2019,Wyoming,Some college but no degree,357
2020,Alabama,10th grade,95
2020,Alabama,11th grade,114
2020,Alabama,12th grade no diploma,34
2020,Alabama,"1st,2nd,3rd,or 4th grade",13
2020,Alabama,5th or 6th grade,17
2020,Alabama,7th and 8th grade,43
2020,Alabama,9th grade,83
2020,Alabama,Associate degree in college - academic program,128
2020,Alabama,Associate degree in college - occupation/vocation program,119
2020,Alabama,Bachelor's degree,400
2020,Alabama,Children,655
2020,Alabama,Doctorate degree,34
2020,Alabama,High school graduate - high school diploma or equivalent,801
2020,Alabama,Less than 1st grade,7
2020,Alabama,Master's degree,188
2020,Alabama,Professional school degree,22
2020,Alabama,Some college but no degree,461
2020,Alaska,10th grade,44
2020,Alaska,11th grade,59
2020,Alaska,12th grade no diploma,35
2020,Alaska,"1st,2nd,3rd,or 4th grade",1
2020,Alaska,5th or 6th grade,3
2020,Alaska,7th and 8th grade,24
2020,Alaska,9th grade,36
2020,Alaska,Associate degree in college - academic program,86
2020,Alaska,Associate degree in college - occupation/vocation program,55
2020,Alaska,Bachelor's degree,274
2020,Alaska,Children,528
2020,Alaska,Doctorate degree,23
2020,Alaska,High school graduate - high school diploma or equivalent,461
2020,Alaska,Less than 1st grade,1
2020,Alaska,Master's degree,122
2020,Alaska,Professional school degree,11
2020,Alaska,Some college but no degree,321
2020,Arizona,10th grade,81
2020,Arizona,11th grade,81
2020,Arizona,12th grade no diploma,52
2020,Arizona,"1st,2nd,3rd,or 4th grade",20
2020,Arizona,5th or 6th grade,53
2020,Arizona,7th and 8th grade,50
2020,Arizona,9th grade,73
2020,Arizona,Associate degree in college - academic program,113
2020,Arizona,Associate degree in college - occupation/vocation program,85
2020,Arizona,Bachelor's degree,388
2020,Arizona,Children,584
2020,Arizona,Doctorate degree,45
2020,Arizona,High school graduate - high school diploma or equivalent,561
2020,Arizona,Less than 1st grade,11
2020,Arizona,Master's degree,157
2020,Arizona,Professional school degree,20
2020,Arizona,Some college but no degree,433
2020,Arkansas,10th grade,55
2020,Arkansas,11th grade,97
2020,Arkansas,12th grade no diploma,39
2020,Arkansas,"1st,2nd,3rd,or 4th grade",11
2020,Arkansas,5th or 6th grade,14
2020,Arkansas,7th and 8th grade,56
2020,Arkansas,9th grade,67
2020,Arkansas,Associate degree in college - academic program,75
2020,Arkansas,Associate degree in college - occupation/vocation program,81
2020,Arkansas,Bachelor's degree,370
2020,Arkansas,Children,600
2020,Arkansas,Doctorate degree,46
2020,Arkansas,High school graduate - high school diploma or equivalent,659
2020,Arkansas,Less than 1st grade,3
2020,Arkansas,Master's degree,146
2020,Arkansas,Professional school degree,30
2020,Arkansas,Some college but no degree,371
2020,California,10th grade,372
2020,California,11th grade,390
2020,California,12th grade no diploma,340
2020,California,"1st,2nd,3rd,or 4th grade",230
2020,California,5th or 6th grade,446
2020,California,7th and 8th grade,263
2020,California,9th grade,337
2020,California,Associate degree in college - academic program,638
2020,California,Associate degree in college - occupation/vocation program,371
2020,California,Bachelor's degree,2591
2020,California,Children,3089
2020,California,Doctorate degree,250
2020,California,High school graduate - high school diploma or equivalent,2838
2020,California,Less than 1st grade,85
2020,California,Master's degree,1074
2020,California,Professional school degree,151
2020,California,Some college but no degree,2228
2020,Colorado,10th grade,49
2020,Colorado,11th grade,29
2020,Colorado,12th grade no diploma,16
2020,Colorado,"1st,2nd,3rd,or 4th grade",10
2020,Colorado,5th or 6th grade,18
2020,Colorado,7th and 8th grade,36
2020,Colorado,9th grade,54
2020,Colorado,Associate degree in college - academic program,75
2020,Colorado,Associate degree in college - occupation/vocation program,54
2020,Colorado,Bachelor's degree,364
2020,Colorado,Children,420
2020,Colorado,Doctorate degree,41
2020,Colorado,High school graduate - high school diploma or equivalent,282
2020,Colorado,Less than 1st grade,4
2020,Colorado,Master's degree,168
2020,Colorado,Professional school degree,26
2020,Colorado,Some college but no degree,256
2020,Connecticut,10th grade,43
2020,Connecticut,11th grade,44
2020,Connecticut,12th grade no diploma,10
2020,Connecticut,"1st,2nd,3rd,or 4th grade",4
2020,Connecticut,5th or 6th grade,13
2020,Connecticut,7th and 8th grade,19
2020,Connecticut,9th grade,39
2020,Connecticut,Associate degree in college - academic program,44
2020,Connecticut,Associate degree in college - occupation/vocation program,32
2020,Connecticut,Bachelor's degree,292
2020,Connecticut,Children,251
2020,Connecticut,Doctorate degree,24
2020,Connecticut,High school graduate - high school diploma or equivalent,343
2020,Connecticut,Less than 1st grade,1
2020,Connecticut,Master's degree,153
2020,Connecticut,Professional school degree,20
2020,Connecticut,Some college but no degree,184
2020,Delaware,10th grade,31
2020,Delaware,11th grade,44
2020,Delaware,12th grade no diploma,15
2020,Delaware,"1st,2nd,3rd,or 4th grade",2
2020,Delaware,5th or 6th grade,9
2020,Delaware,7th and 8th grade,25
2020,Delaware,9th grade,31
2020,Delaware,Associate degree in college - academic program,87
2020,Delaware,Associate degree in college - occupation/vocation program,53
2020,Delaware,Bachelor's degree,250
2020,Delaware,Children,288
2020,Delaware,Doctorate degree,25
2020,Delaware,High school graduate - high school diploma or equivalent,418
2020,Delaware,Less than 1st grade,1
2020,Delaware,Master's degree,130
2020,Delaware,Professional school degree,12
2020,Delaware,Some college but no degree,187
2020,District of Columbia,10th grade,33
2020,District of Columbia,11th grade,51
2020,District of Columbia,12th grade no diploma,40
2020,District of Columbia,"1st,2nd,3rd,or 4th grade",5
2020,District of Columbia,5th or 6th grade,9
2020,District of Columbia,7th and 8th grade,24
2020,District of Columbia,9th grade,29
2020,District of Columbia,Associate degree in college - academic program,37
2020,District of Columbia,Associate degree in college - occupation/vocation program,17
2020,District of Columbia,Bachelor's degree,545
2020,District of Columbia,Children,360
2020,District of Columbia,Doctorate degree,99
2020,District of Columbia,High school graduate - high school diploma or equivalent,300
2020,District of Columbia,Less than 1st grade,4
2020,District of Columbia,Master's degree,435
2020,District of Columbia,Professional school degree,134
2020,District of Columbia,Some college but no degree,178
2020,Florida,10th grade,153
2020,Florida,11th grade,192
2020,Florida,12th grade no diploma,108
2020,Florida,"1st,2nd,3rd,or 4th grade",35
2020,Florida,5th or 6th grade,53
2020,Florida,7th and 8th grade,90
2020,Florida,9th grade,142
2020,Florida,Associate degree in college - academic program,426
2020,Florida,Associate degree in college - occupation/vocation program,221
2020,Florida,Bachelor's degree,1291
2020,Florida,Children,1203
2020,Florida,Doctorate degree,89
2020,Florida,High school graduate - high school diploma or equivalent,1620
2020,Florida,Less than 1st grade,20
2020,Florida,Master's degree,452
2020,Florida,Professional school degree,94
2020,Florida,Some college but no degree,879
2020,Georgia,10th grade,109
2020,Georgia,11th grade,103
2020,Georgia,12th grade no diploma,72
2020,Georgia,"1st,2nd,3rd,or 4th grade",11
2020,Georgia,5th or 6th grade,30
2020,Georgia,7th and 8th grade,74
2020,Georgia,9th grade,77
2020,Georgia,Associate degree in college - academic program,163
2020,Georgia,Associate degree in college - occupation/vocation program,106
2020,Georgia,Bachelor's degree,552
2020,Georgia,Children,749
2020,Georgia,Doctorate degree,30
2020,Georgia,High school graduate - high school diploma or equivalent,770
2020,Georgia,Less than 1st grade,5
2020,Georgia,Master's degree,240
2020,Georgia,Professional school degree,37
2020,Georgia,Some college but no degree,399
2020,Hawaii,10th grade,42
2020,Hawaii,11th grade,54
2020,Hawaii,12th grade no diploma,18
2020,Hawaii,"1st,2nd,3rd,or 4th grade",4
2020,Hawaii,5th or 6th grade,15
2020,Hawaii,7th and 8th grade,23
2020,Hawaii,9th grade,30
2020,Hawaii,Associate degree in college - academic program,133
2020,Hawaii,Associate degree in college - occupation/vocation program,102
2020,Hawaii,Bachelor's degree,461
2020,Hawaii,Children,421
2020,Hawaii,Doctorate degree,31
2020,Hawaii,High school graduate - high school diploma or equivalent,569
2020,Hawaii,Less than 1st grade,2
2020,Hawaii,Master's degree,167
2020,Hawaii,Professional school degree,29
2020,Hawaii,Some college but no degree,325
2020,Idaho,10th grade,61
2020,Idaho,11th grade,69
2020,Idaho,12th grade no diploma,19
2020,Idaho,"1st,2nd,3rd,or 4th grade",10
2020,Idaho,5th or 6th grade,18
2020,Idaho,7th and 8th grade,40
2020,Idaho,9th grade,50
2020,Idaho,Associate degree in college - academic program,118
2020,Idaho,Associate degree in college - occupation/vocation program,94
2020,Idaho,Bachelor's degree,396
2020,Idaho,Children,725
2020,Idaho,Doctorate degree,33
2020,Idaho,High school graduate - high school diploma or equivalent,502
2020,Idaho,Less than 1st grade,2
2020,Idaho,Master's degree,144
2020,Idaho,Professional school degree,18
2020,Idaho,Some college but no degree,453
2020,Illinois,10th grade,115
2020,Illinois,11th grade,110
2020,Illinois,12th grade no diploma,53
2020,Illinois,"1st,2nd,3rd,or 4th grade",23
2020,Illinois,5th or 6th grade,58
2020,Illinois,7th and 8th grade,73
2020,Illinois,9th grade,97
2020,Illinois,Associate degree in college - academic program,166
2020,Illinois,Associate degree in college - occupation/vocation program,146
2020,Illinois,Bachelor's degree,733
2020,Illinois,Children,892
2020,Illinois,Doctorate degree,51
2020,Illinois,High school graduate - high school diploma or equivalent,767
2020,Illinois,Less than 1st grade,9
2020,Illinois,Master's degree,301
2020,Illinois,Professional school degree,48
2020,Illinois,Some college but no degree,532
2020,Indiana,10th grade,75
2020,Indiana,11th grade,71
2020,Indiana,12th grade no diploma,19
2020,Indiana,5th or 6th grade,7
2020,Indiana,7th and 8th grade,63
2020,Indiana,9th grade,45
2020,Indiana,Associate degree in college - academic program,99
2020,Indiana,Associate degree in college - occupation/vocation program,92
2020,Indiana,Bachelor's degree,384
2020,Indiana,Children,637
2020,Indiana,Doctorate degree,25
2020,Indiana,High school graduate - high school diploma or equivalent,634
2020,Indiana,Less than 1st grade,3
2020,Indiana,Master's degree,138
2020,Indiana,Professional school degree,14
2020,Indiana,Some college but no degree,346
2020,Iowa,10th grade,43
2020,Iowa,11th grade,54
2020,Iowa,12th grade no diploma,13
2020,Iowa,"1st,2nd,3rd,or 4th grade",8
2020,Iowa,5th or 6th grade,12
2020,Iowa,7th and 8th grade,32
2020,Iowa,9th grade,39
2020,Iowa,Associate degree in college - academic program,95
2020,Iowa,Associate degree in college - occupation/vocation program,92
2020,Iowa,Bachelor's degree,299
2020,Iowa,Children,462
2020,Iowa,Doctorate degree,13
2020,Iowa,High school graduate - high school diploma or equivalent,415
2020,Iowa,Less than 1st grade,5
2020,Iowa,Master's degree,72
2020,Iowa,Professional school degree,11
2020,Iowa,Some college but no degree,240
2020,Kansas,10th grade,40
2020,Kansas,11th grade,52
2020,Kansas,12th grade no diploma,12
2020,Kansas,"1st,2nd,3rd,or 4th grade",4
2020,Kansas,5th or 6th grade,6
2020,Kansas,7th and 8th grade,29
2020,Kansas,9th grade,38
2020,Kansas,Associate degree in college - academic program,96
2020,Kansas,Associate degree in college - occupation/vocation program,71
2020,Kansas,Bachelor's degree,295
2020,Kansas,Children,493
2020,Kansas,Doctorate degree,28
2020,Kansas,High school graduate - high school diploma or equivalent,419
2020,Kansas,Less than 1st grade,4
2020,Kansas,Master's degree,136
2020,Kansas,Professional school degree,15
2020,Kansas,Some college but no degree,287
2020,Kentucky,10th grade,47
2020,Kentucky,11th grade,39
2020,Kentucky,12th grade no diploma,22
2020,Kentucky,"1st,2nd,3rd,or 4th grade",7
2020,Kentucky,5th or 6th grade,9
2020,Kentucky,7th and 8th grade,37
2020,Kentucky,9th grade,49
2020,Kentucky,Associate degree in college - academic program,64
2020,Kentucky,Associate degree in college - occupation/vocation program,78
2020,Kentucky,Bachelor's degree,211
2020,Kentucky,Children,390
2020,Kentucky,Doctorate degree,15
2020,Kentucky,High school graduate - high school diploma or equivalent,410
2020,Kentucky,Less than 1st grade,2
2020,Kentucky,Master's degree,94
2020,Kentucky,Professional school degree,9
2020,Kentucky,Some college but no degree,241
2020,Louisiana,10th grade,126
2020,Louisiana,11th grade,151
2020,Louisiana,12th grade no diploma,68
2020,Louisiana,"1st,2nd,3rd,or 4th grade",13
2020,Louisiana,5th or 6th grade,21
2020,Louisiana,7th and 8th grade,63
2020,Louisiana,9th grade,90
2020,Louisiana,Associate degree in college - academic program,118
2020,Louisiana,Associate degree in college - occupation/vocation program,131
2020,Louisiana,Bachelor's degree,477
2020,Louisiana,Children,812
2020,Louisiana,Doctorate degree,38
2020,Louisiana,High school graduate - high school diploma or equivalent,877
2020,Louisiana,Less than 1st grade,9
2020,Louisiana,Master's degree,183
2020,Louisiana,Professional school degree,32
2020,Louisiana,Some college but no degree,491
2020,Maine,10th grade,19
2020,Maine,11th grade,25
2020,Maine,12th grade no diploma,10
2020,Maine,5th or 6th grade,4
2020,Maine,7th and 8th grade,17
2020,Maine,9th grade,13
2020,Maine,Associate degree in college - academic program,61
2020,Maine,Associate degree in college - occupation/vocation program,48
2020,Maine,Bachelor's degree,175
2020,Maine,Children,187
2020,Maine,Doctorate degree,19
2020,Maine,High school graduate - high school diploma or equivalent,296
2020,Maine,Less than 1st grade,1
2020,Maine,Master's degree,77
2020,Maine,Professional school degree,11
2020,Maine,Some college but no degree,152
2020,Maryland,10th grade,52
2020,Maryland,11th grade,52
2020,Maryland,12th grade no diploma,11
2020,Maryland,"1st,2nd,3rd,or 4th grade",8
2020,Maryland,5th or 6th grade,14
2020,Maryland,7th and 8th grade,20
2020,Maryland,9th grade,46
2020,Maryland,Associate degree in college - academic program,61
2020,Maryland,Associate degree in college - occupation/vocation program,40
2020,Maryland,Bachelor's degree,356
2020,Maryland,Children,407
2020,Maryland,Doctorate degree,46
2020,Maryland,High school graduate - high school diploma or equivalent,362
2020,Maryland,Less than 1st grade,3
2020,Maryland,Master's degree,227
2020,Maryland,Professional school degree,28
2020,Maryland,Some college but no degree,225
2020,Massachusetts,10th grade,61
2020,Massachusetts,11th grade,75
2020,Massachusetts,12th grade no diploma,30
2020,Massachusetts,"1st,2nd,3rd,or 4th grade",18
2020,Massachusetts,5th or 6th grade,15
2020,Massachusetts,7th and 8th grade,49
2020,Massachusetts,9th grade,72
2020,Massachusetts,Associate degree in college - academic program,118
2020,Massachusetts,Associate degree in college - occupation/vocation program,72
2020,Massachusetts,Bachelor's degree,651
2020,Massachusetts,Children,653
2020,Massachusetts,Doctorate degree,78
2020,Massachusetts,High school graduate - high school diploma or equivalent,621
2020,Massachusetts,Less than 1st grade,10
2020,Massachusetts,Master's degree,390
2020,Massachusetts,Professional school degree,78
2020,Massachusetts,Some college but no degree,371
2020,Michigan,10th grade,84
2020,Michigan,11th grade,105
2020,Michigan,12th grade no diploma,42
2020,Michigan,"1st,2nd,3rd,or 4th grade",7
2020,Michigan,5th or 6th grade,8
2020,Michigan,7th and 8th grade,28
2020,Michigan,9th grade,65
2020,Michigan,Associate degree in college - academic program,194
2020,Michigan,Associate degree in college - occupation/vocation program,97
2020,Michigan,Bachelor's degree,518
2020,Michigan,Children,733
2020,Michigan,Doctorate degree,46
2020,Michigan,High school graduate - high school diploma or equivalent,746
2020,Michigan,Less than 1st grade,9
2020,Michigan,Master's degree,281
2020,Michigan,Professional school degree,33
2020,Michigan,Some college but no degree,502
2020,Minnesota,10th grade,51
2020,Minnesota,11th grade,47
2020,Minnesota,12th grade no diploma,19
2020,Minnesota,"1st,2nd,3rd,or 4th grade",4
2020,Minnesota,5th or 6th grade,15
2020,Minnesota,7th and 8th grade,41
2020,Minnesota,9th grade,46
2020,Minnesota,Associate degree in college - academic program,89
2020,Minnesota,Associate degree in college - occupation/vocation program,130
2020,Minnesota,Bachelor's degree,397
2020,Minnesota,Children,501
2020,Minnesota,Doctorate degree,23
2020,Minnesota,High school graduate - high school diploma or equivalent,355
2020,Minnesota,Less than 1st grade,3
2020,Minnesota,Master's degree,137
2020,Minnesota,Professional school degree,23
2020,Minnesota,Some college but no degree,261
2020,Mississippi,10th grade,91
2020,Mississippi,11th grade,102
2020,Mississippi,12th grade no diploma,49
2020,Mississippi,"1st,2nd,3rd,or 4th grade",4
2020,Mississippi,5th or 6th grade,10
2020,Mississippi,7th and 8th grade,63
2020,Mississippi,9th grade,71
2020,Mississippi,Associate degree in college - academic program,133
2020,Mississippi,Associate degree in college - occupation/vocation program,100
2020,Mississippi,Bachelor's degree,321
2020,Mississippi,Children,556
2020,Mississippi,Doctorate degree,26
2020,Mississippi,High school graduate - high school diploma or equivalent,652
2020,Mississippi,Less than 1st grade,1
2020,Mississippi,Master's degree,148
2020,Mississippi,Professional school degree,16
2020,Mississippi,Some college but no degree,442
2020,Missouri,10th grade,50
2020,Missouri,11th grade,56
2020,Missouri,12th grade no diploma,21
2020,Missouri,"1st,2nd,3rd,or 4th grade",3
2020,Missouri,5th or 6th grade,6
2020,Missouri,7th and 8th grade,32
2020,Missouri,9th grade,54
2020,Missouri,Associate degree in college - academic program,81
2020,Missouri,Associate degree in college - occupation/vocation program,84
2020,Missouri,Bachelor's degree,304
2020,Missouri,Children,451
2020,Missouri,Doctorate degree,32
2020,Missouri,High school graduate - high school diploma or equivalent,479
2020,Missouri,Less than 1st grade,4
2020,Missouri,Master's degree,147
2020,Missouri,Professional school degree,9
2020,Missouri,Some college but no degree,268
2020,Montana,10th grade,57
2020,Montana,11th grade,48
2020,Montana,12th grade no diploma,28
2020,Montana,"1st,2nd,3rd,or 4th grade",3
2020,Montana,7th and 8th grade,38
2020,Montana,9th grade,56
2020,Montana,Associate degree in college - academic program,99
2020,Montana,Associate degree in college - occupation/vocation program,140
2020,Montana,Bachelor's degree,424
2020,Montana,Children,634
2020,Montana,Doctorate degree,37
2020,Montana,High school graduate - high school diploma or equivalent,565
2020,Montana,Master's degree,152
2020,Montana,Professional school degree,18
2020,Montana,Some college but no degree,400
2020,Nebraska,10th grade,52
2020,Nebraska,11th grade,55
2020,Nebraska,12th grade no diploma,30
2020,Nebraska,"1st,2nd,3rd,or 4th grade",8
2020,Nebraska,5th or 6th grade,23
2020,Nebraska,7th and 8th grade,30
2020,Nebraska,9th grade,49
2020,Nebraska,Associate degree in college - academic program,88
2020,Nebraska,Associate degree in college - occupation/vocation program,104
2020,Nebraska,Bachelor's degree,332
2020,Nebraska,Children,508
2020,Nebraska,Doctorate degree,28
2020,Nebraska,High school graduate - high school diploma or equivalent,388
2020,Nebraska,Less than 1st grade,10
2020,Nebraska,Master's degree,116
2020,Nebraska,Professional school degree,16
2020,Nebraska,Some college but no degree,259
2020,Nevada,10th grade,47
2020,Nevada,11th grade,63
2020,Nevada,12th grade no diploma,48
2020,Nevada,"1st,2nd,3rd,or 4th grade",13
2020,Nevada,5th or 6th grade,17
2020,Nevada,7th and 8th grade,33
2020,Nevada,9th grade,47
2020,Nevada,Associate degree in college - academic program,93
2020,Nevada,Associate degree in college - occupation/vocation program,78
2020,Nevada,Bachelor's degree,328
2020,Nevada,Children,452
2020,Nevada,Doctorate degree,29
2020,Nevada,High school graduate - high school diploma or equivalent,498
2020,Nevada,Less than 1st grade,11
2020,Nevada,Master's degree,106
2020,Nevada,Professional school degree,18
2020,Nevada,Some college but no degree,412
2020,New Hampshire,10th grade,40
2020,New Hampshire,11th grade,42
2020,New Hampshire,12th grade no diploma,12
2020,New Hampshire,"1st,2nd,3rd,or 4th grade",2
2020,New Hampshire,5th or 6th grade,5
2020,New Hampshire,7th and 8th grade,18
2020,New Hampshire,9th grade,38
2020,New Hampshire,Associate degree in college - academic program,132
2020,New Hampshire,Associate degree in college - occupation/vocation program,54
2020,New Hampshire,Bachelor's degree,372
2020,New Hampshire,Children,380
2020,New Hampshire,Doctorate degree,29
2020,New Hampshire,High school graduate - high school diploma or equivalent,392
2020,New Hampshire,Less than 1st grade,2
2020,New Hampshire,Master's degree,152
2020,New Hampshire,Professional school degree,28
2020,New Hampshire,Some college but no degree,244
2020,New Jersey,10th grade,69
2020,New Jersey,11th grade,59
2020,New Jersey,12th grade no diploma,32
2020,New Jersey,"1st,2nd,3rd,or 4th grade",10
2020,New Jersey,5th or 6th grade,30
2020,New Jersey,7th and 8th grade,42
2020,New Jersey,9th grade,46
2020,New Jersey,Associate degree in college - academic program,101
2020,New Jersey,Associate degree in college - occupation/vocation program,70
2020,New Jersey,Bachelor's degree,610
2020,New Jersey,Children,531
2020,New Jersey,Doctorate degree,40
2020,New Jersey,High school graduate - high school diploma or equivalent,611
