YEAR,STATE,EDU_LEVEL,EDU_LEVEL_COUNT
2013,New Hampshire,5th or 6th grade,7
2013,New Hampshire,7th and 8th grade,51
2013,New Hampshire,9th grade,103
2013,New Hampshire,Associate degree in college - academic program,191
2013,New Hampshire,Associate degree in college - occupation/vocation program,104
2013,New Hampshire,Bachelor's degree,700
2013,New Hampshire,Children,920
2013,New Hampshire,Doctorate degree,35
2013,New Hampshire,High school graduate - high school diploma or equivalent,788
2013,New Hampshire,Less than 1st grade,5
2013,New Hampshire,Master's degree,260
2013,New Hampshire,Professional school degree,38
2013,New Hampshire,Some college but no degree,462
2013,New Jersey,10th grade,120
2013,New Jersey,11th grade,128
2013,New Jersey,12th grade no diploma,54
2013,New Jersey,"1st,2nd,3rd,or 4th grade",26
2013,New Jersey,5th or 6th grade,49
2013,New Jersey,7th and 8th grade,80
2013,New Jersey,9th grade,90
2013,New Jersey,Associate degree in college - academic program,117
2013,New Jersey,Associate degree in college - occupation/vocation program,75
2013,New Jersey,Bachelor's degree,663
2013,New Jersey,Children,862
2013,New Jersey,Doctorate degree,46
2013,New Jersey,High school graduate - high school diploma or equivalent,847
2013,New Jersey,Less than 1st grade,5
2013,New Jersey,Master's degree,305
2013,New Jersey,Professional school degree,55
2013,New Jersey,Some college but no degree,470
2013,New Mexico,10th grade,72
2013,New Mexico,11th grade,65
2013,New Mexico,12th grade no diploma,46
2013,New Mexico,"1st,2nd,3rd,or 4th grade",13
2013,New Mexico,5th or 6th grade,31
2013,New Mexico,7th and 8th grade,48
2013,New Mexico,9th grade,48
2013,New Mexico,Associate degree in college - academic program,61
2013,New Mexico,Associate degree in college - occupation/vocation program,55
2013,New Mexico,Bachelor's degree,189
2013,New Mexico,Children,382
2013,New Mexico,Doctorate degree,20
2013,New Mexico,High school graduate - high school diploma or equivalent,399
2013,New Mexico,Less than 1st grade,2
2013,New Mexico,Master's degree,127
2013,New Mexico,Professional school degree,17
2013,New Mexico,Some college but no degree,302
2013,New York,10th grade,223
2013,New York,11th grade,230
2013,New York,12th grade no diploma,143
2013,New York,"1st,2nd,3rd,or 4th grade",54
2013,New York,5th or 6th grade,148
2013,New York,7th and 8th grade,198
2013,New York,9th grade,209
2013,New York,Associate degree in college - academic program,392
2013,New York,Associate degree in college - occupation/vocation program,191
2013,New York,Bachelor's degree,1197
2013,New York,Children,1758
2013,New York,Doctorate degree,89
2013,New York,High school graduate - high school diploma or equivalent,1766
2013,New York,Less than 1st grade,31
2013,New York,Master's degree,587
2013,New York,Professional school degree,101
2013,New York,Some college but no degree,1012
2013,North Carolina,10th grade,144
2013,North Carolina,11th grade,137
2013,North Carolina,12th grade no diploma,46
2013,North Carolina,"1st,2nd,3rd,or 4th grade",30
2013,North Carolina,5th or 6th grade,46
2013,North Carolina,7th and 8th grade,107
2013,North Carolina,9th grade,126
2013,North Carolina,Associate degree in college - academic program,146
2013,North Carolina,Associate degree in college - occupation/vocation program,129
2013,North Carolina,Bachelor's degree,462
2013,North Carolina,Children,896
2013,North Carolina,Doctorate degree,52
2013,North Carolina,High school graduate - high school diploma or equivalent,863
2013,North Carolina,Less than 1st grade,13
2013,North Carolina,Master's degree,184
2013,North Carolina,Professional school degree,40
2013,North Carolina,Some college but no degree,547
2013,North Dakota,10th grade,54
2013,North Dakota,11th grade,60
2013,North Dakota,12th grade no diploma,12
2013,North Dakota,"1st,2nd,3rd,or 4th grade",4
2013,North Dakota,5th or 6th grade,10
2013,North Dakota,7th and 8th grade,55
2013,North Dakota,9th grade,36
2013,North Dakota,Associate degree in college - academic program,119
2013,North Dakota,Associate degree in college - occupation/vocation program,135
2013,North Dakota,Bachelor's degree,376
2013,North Dakota,Children,598
2013,North Dakota,Doctorate degree,13
2013,North Dakota,High school graduate - high school diploma or equivalent,489
2013,North Dakota,Less than 1st grade,2
2013,North Dakota,Master's degree,111
2013,North Dakota,Professional school degree,12
2013,North Dakota,Some college but no degree,322
2013,Ohio,10th grade,181
2013,Ohio,11th grade,194
2013,Ohio,12th grade no diploma,48
2013,Ohio,"1st,2nd,3rd,or 4th grade",11
2013,Ohio,5th or 6th grade,14
2013,Ohio,7th and 8th grade,132
2013,Ohio,9th grade,123
2013,Ohio,Associate degree in college - academic program,211
2013,Ohio,Associate degree in college - occupation/vocation program,145
2013,Ohio,Bachelor's degree,586
2013,Ohio,Children,1182
2013,Ohio,Doctorate degree,37
2013,Ohio,High school graduate - high school diploma or equivalent,1292
2013,Ohio,Less than 1st grade,9
2013,Ohio,Master's degree,234
2013,Ohio,Professional school degree,38
2013,Ohio,Some college but no degree,716
2013,Oklahoma,10th grade,75
2013,Oklahoma,11th grade,62
2013,Oklahoma,12th grade no diploma,37
2013,Oklahoma,"1st,2nd,3rd,or 4th grade",11
2013,Oklahoma,5th or 6th grade,14
2013,Oklahoma,7th and 8th grade,40
2013,Oklahoma,9th grade,71
2013,Oklahoma,Associate degree in college - academic program,98
2013,Oklahoma,Associate degree in college - occupation/vocation program,60
2013,Oklahoma,Bachelor's degree,236
2013,Oklahoma,Children,660
2013,Oklahoma,Doctorate degree,23
2013,Oklahoma,High school graduate - high school diploma or equivalent,586
2013,Oklahoma,Less than 1st grade,2
2013,Oklahoma,Master's degree,93
2013,Oklahoma,Professional school degree,23
2013,Oklahoma,Some college but no degree,390
2013,Oregon,10th grade,69
2013,Oregon,11th grade,89
2013,Oregon,12th grade no diploma,43
2013,Oregon,"1st,2nd,3rd,or 4th grade",9
2013,Oregon,5th or 6th grade,21
2013,Oregon,7th and 8th grade,47
2013,Oregon,9th grade,53
2013,Oregon,Associate degree in college - academic program,116
2013,Oregon,Associate degree in college - occupation/vocation program,78
2013,Oregon,Bachelor's degree,347
2013,Oregon,Children,599
2013,Oregon,Doctorate degree,29
2013,Oregon,High school graduate - high school diploma or equivalent,558
2013,Oregon,Less than 1st grade,5
2013,Oregon,Master's degree,153
2013,Oregon,Professional school degree,21
2013,Oregon,Some college but no degree,497
2013,Pennsylvania,10th grade,192
2013,Pennsylvania,11th grade,161
2013,Pennsylvania,12th grade no diploma,59
2013,Pennsylvania,"1st,2nd,3rd,or 4th grade",10
2013,Pennsylvania,5th or 6th grade,21
2013,Pennsylvania,7th and 8th grade,123
2013,Pennsylvania,9th grade,141
2013,Pennsylvania,Associate degree in college - academic program,216
2013,Pennsylvania,Associate degree in college - occupation/vocation program,197
2013,Pennsylvania,Bachelor's degree,763
2013,Pennsylvania,Children,1322
2013,Pennsylvania,Doctorate degree,55
2013,Pennsylvania,High school graduate - high school diploma or equivalent,1615
2013,Pennsylvania,Less than 1st grade,3
2013,Pennsylvania,Master's degree,311
2013,Pennsylvania,Professional school degree,49
2013,Pennsylvania,Some college but no degree,635
2013,Rhode Island,10th grade,115
2013,Rhode Island,11th grade,105
2013,Rhode Island,12th grade no diploma,54
2013,Rhode Island,"1st,2nd,3rd,or 4th grade",31
2013,Rhode Island,5th or 6th grade,30
2013,Rhode Island,7th and 8th grade,64
2013,Rhode Island,9th grade,95
2013,Rhode Island,Associate degree in college - academic program,119
2013,Rhode Island,Associate degree in college - occupation/vocation program,91
2013,Rhode Island,Bachelor's degree,448
2013,Rhode Island,Children,747
2013,Rhode Island,Doctorate degree,46
2013,Rhode Island,High school graduate - high school diploma or equivalent,635
2013,Rhode Island,Less than 1st grade,9
2013,Rhode Island,Master's degree,203
2013,Rhode Island,Professional school degree,45
2013,Rhode Island,Some college but no degree,397
2013,South Carolina,10th grade,110
2013,South Carolina,11th grade,113
2013,South Carolina,12th grade no diploma,55
2013,South Carolina,"1st,2nd,3rd,or 4th grade",12
2013,South Carolina,5th or 6th grade,13
2013,South Carolina,7th and 8th grade,52
2013,South Carolina,9th grade,66
2013,South Carolina,Associate degree in college - academic program,89
2013,South Carolina,Associate degree in college - occupation/vocation program,87
2013,South Carolina,Bachelor's degree,303
2013,South Carolina,Children,515
2013,South Carolina,Doctorate degree,24
2013,South Carolina,High school graduate - high school diploma or equivalent,629
2013,South Carolina,Less than 1st grade,4
2013,South Carolina,Master's degree,131
2013,South Carolina,Professional school degree,17
2013,South Carolina,Some college but no degree,347
2013,South Dakota,10th grade,77
2013,South Dakota,11th grade,78
2013,South Dakota,12th grade no diploma,16
2013,South Dakota,"1st,2nd,3rd,or 4th grade",5
2013,South Dakota,5th or 6th grade,10
2013,South Dakota,7th and 8th grade,91
2013,South Dakota,9th grade,73
2013,South Dakota,Associate degree in college - academic program,128
2013,South Dakota,Associate degree in college - occupation/vocation program,212
2013,South Dakota,Bachelor's degree,370
2013,South Dakota,Children,787
2013,South Dakota,Doctorate degree,31
2013,South Dakota,High school graduate - high school diploma or equivalent,613
2013,South Dakota,Less than 1st grade,3
2013,South Dakota,Master's degree,109
2013,South Dakota,Professional school degree,14
2013,South Dakota,Some college but no degree,332
2013,Tennessee,10th grade,94
2013,Tennessee,11th grade,81
2013,Tennessee,12th grade no diploma,21
2013,Tennessee,"1st,2nd,3rd,or 4th grade",11
2013,Tennessee,5th or 6th grade,24
2013,Tennessee,7th and 8th grade,90
2013,Tennessee,9th grade,59
2013,Tennessee,Associate degree in college - academic program,89
2013,Tennessee,Associate degree in college - occupation/vocation program,85
2013,Tennessee,Bachelor's degree,321
2013,Tennessee,Children,607
2013,Tennessee,Doctorate degree,21
2013,Tennessee,High school graduate - high school diploma or equivalent,652
2013,Tennessee,Less than 1st grade,2
2013,Tennessee,Master's degree,104
2013,Tennessee,Professional school degree,13
2013,Tennessee,Some college but no degree,376
2013,Texas,10th grade,403
2013,Texas,11th grade,419
2013,Texas,12th grade no diploma,187
2013,Texas,"1st,2nd,3rd,or 4th grade",151
2013,Texas,5th or 6th grade,331
2013,Texas,7th and 8th grade,351
2013,Texas,9th grade,481
2013,Texas,Associate degree in college - academic program,379
2013,Texas,Associate degree in college - occupation/vocation program,336
2013,Texas,Bachelor's degree,1435
2013,Texas,Children,3155
2013,Texas,Doctorate degree,99
2013,Texas,High school graduate - high school diploma or equivalent,2500
2013,Texas,Less than 1st grade,52
2013,Texas,Master's degree,462
2013,Texas,Professional school degree,73
2013,Texas,Some college but no degree,1731
2013,Utah,10th grade,67
2013,Utah,11th grade,81
2013,Utah,12th grade no diploma,41
2013,Utah,"1st,2nd,3rd,or 4th grade",8
2013,Utah,5th or 6th grade,25
2013,Utah,7th and 8th grade,55
2013,Utah,9th grade,54
2013,Utah,Associate degree in college - academic program,131
2013,Utah,Associate degree in college - occupation/vocation program,77
2013,Utah,Bachelor's degree,345
2013,Utah,Children,929
2013,Utah,Doctorate degree,28
2013,Utah,High school graduate - high school diploma or equivalent,467
2013,Utah,Less than 1st grade,6
2013,Utah,Master's degree,104
2013,Utah,Professional school degree,14
2013,Utah,Some college but no degree,477
2013,Vermont,10th grade,66
2013,Vermont,11th grade,82
2013,Vermont,12th grade no diploma,13
2013,Vermont,"1st,2nd,3rd,or 4th grade",1
2013,Vermont,5th or 6th grade,4
2013,Vermont,7th and 8th grade,42
2013,Vermont,9th grade,50
2013,Vermont,Associate degree in college - academic program,95
2013,Vermont,Associate degree in college - occupation/vocation program,68
2013,Vermont,Bachelor's degree,348
2013,Vermont,Children,567
2013,Vermont,Doctorate degree,39
2013,Vermont,High school graduate - high school diploma or equivalent,594
2013,Vermont,Less than 1st grade,2
2013,Vermont,Master's degree,191
2013,Vermont,Professional school degree,36
2013,Vermont,Some college but no degree,304
2013,Virginia,10th grade,131
2013,Virginia,11th grade,136
2013,Virginia,12th grade no diploma,39
2013,Virginia,"1st,2nd,3rd,or 4th grade",17
2013,Virginia,5th or 6th grade,38
2013,Virginia,7th and 8th grade,82
2013,Virginia,9th grade,98
2013,Virginia,Associate degree in college - academic program,149
2013,Virginia,Associate degree in college - occupation/vocation program,102
2013,Virginia,Bachelor's degree,677
2013,Virginia,Children,1010
2013,Virginia,Doctorate degree,54
2013,Virginia,High school graduate - high school diploma or equivalent,862
2013,Virginia,Less than 1st grade,4
2013,Virginia,Master's degree,302
2013,Virginia,Professional school degree,52
2013,Virginia,Some college but no degree,568
2013,Washington,10th grade,83
2013,Washington,11th grade,109
2013,Washington,12th grade no diploma,44
2013,Washington,"1st,2nd,3rd,or 4th grade",19
2013,Washington,5th or 6th grade,37
2013,Washington,7th and 8th grade,55
2013,Washington,9th grade,97
2013,Washington,Associate degree in college - academic program,190
2013,Washington,Associate degree in college - occupation/vocation program,106
2013,Washington,Bachelor's degree,502
2013,Washington,Children,839
2013,Washington,Doctorate degree,49
2013,Washington,High school graduate - high school diploma or equivalent,647
2013,Washington,Less than 1st grade,17
2013,Washington,Master's degree,208
2013,Washington,Professional school degree,51
2013,Washington,Some college but no degree,572
2013,West Virginia,10th grade,67
2013,West Virginia,11th grade,70
2013,West Virginia,12th grade no diploma,11
2013,West Virginia,"1st,2nd,3rd,or 4th grade",3
2013,West Virginia,5th or 6th grade,9
2013,West Virginia,7th and 8th grade,42
2013,West Virginia,9th grade,66
2013,West Virginia,Associate degree in college - academic program,69
2013,West Virginia,Associate degree in college - occupation/vocation program,46
2013,West Virginia,Bachelor's degree,205
2013,West Virginia,Children,431
2013,West Virginia,Doctorate degree,16
2013,West Virginia,High school graduate - high school diploma or equivalent,579
2013,West Virginia,Less than 1st grade,1
2013,West Virginia,Master's degree,77
2013,West Virginia,Professional school degree,12
2013,West Virginia,Some college but no degree,203
2013,Wisconsin,10th grade,104
2013,Wisconsin,11th grade,136
2013,Wisconsin,12th grade no diploma,32
2013,Wisconsin,"1st,2nd,3rd,or 4th grade",7
2013,Wisconsin,5th or 6th grade,26
2013,Wisconsin,7th and 8th grade,85
2013,Wisconsin,9th grade,75
2013,Wisconsin,Associate degree in college - academic program,121
2013,Wisconsin,Associate degree in college - occupation/vocation program,250
2013,Wisconsin,Bachelor's degree,530
2013,Wisconsin,Children,866
2013,Wisconsin,Doctorate degree,39
2013,Wisconsin,High school graduate - high school diploma or equivalent,814
2013,Wisconsin,Less than 1st grade,2
2013,Wisconsin,Master's degree,168
2013,Wisconsin,Professional school degree,22
2013,Wisconsin,Some college but no degree,470
2013,Wyoming,10th grade,65
2013,Wyoming,11th grade,83
2013,Wyoming,12th grade no diploma,27
2013,Wyoming,"1st,2nd,3rd,or 4th grade",2
2013,Wyoming,5th or 6th grade,4
2013,Wyoming,7th and 8th grade,36
2013,Wyoming,9th grade,47
2013,Wyoming,Associate degree in college - academic program,129
2013,Wyoming,Associate degree in college - occupation/vocation program,107
2013,Wyoming,Bachelor's degree,247
2013,Wyoming,Children,671
2013,Wyoming,Doctorate degree,18
2013,Wyoming,High school graduate - high school diploma or equivalent,600
2013,Wyoming,Less than 1st grade,3
2013,Wyoming,Master's degree,72
2013,Wyoming,Professional school degree,12
2013,Wyoming,Some college but no degree,427
2014,Alabama,10th grade,18
2014,Alabama,11th grade,27
2014,Alabama,12th grade no diploma,11
2014,Alabama,"1st,2nd,3rd,or 4th grade",2
2014,Alabama,5th or 6th grade,6
2014,Alabama,7th and 8th grade,20
2014,Alabama,9th grade,6
2014,Alabama,Associate degree in college - academic program,11
2014,Alabama,Associate degree in college - occupation/vocation program,20
2014,Alabama,Bachelor's degree,66
2014,Alabama,Children,150
2014,Alabama,Doctorate degree,3
2014,Alabama,High school graduate - high school diploma or equivalent,165
2014,Alabama,Less than 1st grade,2
2014,Alabama,Master's degree,24
2014,Alabama,Professional school degree,6
2014,Alabama,Some college but no degree,94
2014,Alaska,10th grade,21
2014,Alaska,11th grade,25
2014,Alaska,12th grade no diploma,16
2014,Alaska,"1st,2nd,3rd,or 4th grade",1
2014,Alaska,5th or 6th grade,4
2014,Alaska,7th and 8th grade,14
2014,Alaska,9th grade,13
2014,Alaska,Associate degree in college - academic program,31
2014,Alaska,Associate degree in college - occupation/vocation program,26
2014,Alaska,Bachelor's degree,101
2014,Alaska,Children,171
2014,Alaska,Doctorate degree,7
2014,Alaska,High school graduate - high school diploma or equivalent,164
2014,Alaska,Master's degree,41
2014,Alaska,Professional school degree,4
2014,Alaska,Some college but no degree,114
2014,Arizona,10th grade,20
2014,Arizona,11th grade,31
2014,Arizona,12th grade no diploma,8
2014,Arizona,"1st,2nd,3rd,or 4th grade",4
2014,Arizona,5th or 6th grade,15
2014,Arizona,7th and 8th grade,18
2014,Arizona,9th grade,24
2014,Arizona,Associate degree in college - academic program,29
2014,Arizona,Associate degree in college - occupation/vocation program,28
2014,Arizona,Bachelor's degree,92
2014,Arizona,Children,186
2014,Arizona,Doctorate degree,9
2014,Arizona,High school graduate - high school diploma or equivalent,149
2014,Arizona,Less than 1st grade,4
2014,Arizona,Master's degree,36
2014,Arizona,Professional school degree,3
2014,Arizona,Some college but no degree,120
2014,Arkansas,10th grade,26
2014,Arkansas,11th grade,34
2014,Arkansas,12th grade no diploma,7
2014,Arkansas,"1st,2nd,3rd,or 4th grade",4
2014,Arkansas,5th or 6th grade,3
2014,Arkansas,7th and 8th grade,23
2014,Arkansas,9th grade,15
2014,Arkansas,Associate degree in college - academic program,22
2014,Arkansas,Associate degree in college - occupation/vocation program,25
2014,Arkansas,Bachelor's degree,67
2014,Arkansas,Children,177
2014,Arkansas,Doctorate degree,3
2014,Arkansas,High school graduate - high school diploma or equivalent,198
2014,Arkansas,Less than 1st grade,1
2014,Arkansas,Master's degree,14
2014,Arkansas,Professional school degree,3
2014,Arkansas,Some college but no degree,102
2014,California,10th grade,159
2014,California,11th grade,149
2014,California,12th grade no diploma,98
2014,California,"1st,2nd,3rd,or 4th grade",54
2014,California,5th or 6th grade,121
2014,California,7th and 8th grade,106
2014,California,9th grade,138
2014,California,Associate degree in college - academic program,218
2014,California,Associate degree in college - occupation/vocation program,129
2014,California,Bachelor's degree,827
2014,California,Children,1165
2014,California,Doctorate degree,74
2014,California,High school graduate - high school diploma or equivalent,859
2014,California,Less than 1st grade,34
2014,California,Master's degree,299
2014,California,Professional school degree,60
2014,California,Some college but no degree,906
2014,Colorado,10th grade,40
2014,Colorado,11th grade,32
2014,Colorado,12th grade no diploma,10
2014,Colorado,"1st,2nd,3rd,or 4th grade",5
2014,Colorado,5th or 6th grade,12
2014,Colorado,7th and 8th grade,25
2014,Colorado,9th grade,32
2014,Colorado,Associate degree in college - academic program,46
2014,Colorado,Associate degree in college - occupation/vocation program,36
2014,Colorado,Bachelor's degree,247
2014,Colorado,Children,301
2014,Colorado,Doctorate degree,18
2014,Colorado,High school graduate - high school diploma or equivalent,215
2014,Colorado,Less than 1st grade,3
2014,Colorado,Master's degree,130
2014,Colorado,Professional school degree,15
2014,Colorado,Some college but no degree,176
2014,Connecticut,10th grade,41
2014,Connecticut,11th grade,47
2014,Connecticut,12th grade no diploma,13
2014,Connecticut,"1st,2nd,3rd,or 4th grade",6
2014,Connecticut,5th or 6th grade,12
2014,Connecticut,7th and 8th grade,22
2014,Connecticut,9th grade,44
2014,Connecticut,Associate degree in college - academic program,36
2014,Connecticut,Associate degree in college - occupation/vocation program,37
2014,Connecticut,Bachelor's degree,239
2014,Connecticut,Children,300
2014,Connecticut,Doctorate degree,20
2014,Connecticut,High school graduate - high school diploma or equivalent,254
2014,Connecticut,Less than 1st grade,1
2014,Connecticut,Master's degree,104
2014,Connecticut,Professional school degree,19
2014,Connecticut,Some college but no degree,165
2014,Delaware,10th grade,26
2014,Delaware,11th grade,31
2014,Delaware,12th grade no diploma,13
2014,Delaware,"1st,2nd,3rd,or 4th grade",2
2014,Delaware,5th or 6th grade,4
2014,Delaware,7th and 8th grade,23
2014,Delaware,9th grade,27
2014,Delaware,Associate degree in college - academic program,36
2014,Delaware,Associate degree in college - occupation/vocation program,22
2014,Delaware,Bachelor's degree,139
2014,Delaware,Children,190
2014,Delaware,Doctorate degree,21
2014,Delaware,High school graduate - high school diploma or equivalent,230
2014,Delaware,Less than 1st grade,4
2014,Delaware,Master's degree,61
2014,Delaware,Professional school degree,12
2014,Delaware,Some college but no degree,141
2014,District of Columbia,10th grade,14
2014,District of Columbia,11th grade,22
2014,District of Columbia,12th grade no diploma,6
2014,District of Columbia,"1st,2nd,3rd,or 4th grade",7
2014,District of Columbia,5th or 6th grade,8
2014,District of Columbia,7th and 8th grade,14
2014,District of Columbia,9th grade,14
2014,District of Columbia,Associate degree in college - academic program,15
2014,District of Columbia,Associate degree in college - occupation/vocation program,4
2014,District of Columbia,Bachelor's degree,181
2014,District of Columbia,Children,143
2014,District of Columbia,Doctorate degree,27
2014,District of Columbia,High school graduate - high school diploma or equivalent,120
2014,District of Columbia,Less than 1st grade,1
2014,District of Columbia,Master's degree,111
2014,District of Columbia,Professional school degree,39
2014,District of Columbia,Some college but no degree,81
2014,Florida,10th grade,66
2014,Florida,11th grade,69
2014,Florida,12th grade no diploma,28
2014,Florida,"1st,2nd,3rd,or 4th grade",14
2014,Florida,5th or 6th grade,23
2014,Florida,7th and 8th grade,38
2014,Florida,9th grade,48
2014,Florida,Associate degree in college - academic program,160
2014,Florida,Associate degree in college - occupation/vocation program,52
2014,Florida,Bachelor's degree,333
2014,Florida,Children,438
2014,Florida,Doctorate degree,21
2014,Florida,High school graduate - high school diploma or equivalent,571
2014,Florida,Less than 1st grade,4
2014,Florida,Master's degree,103
2014,Florida,Professional school degree,34
2014,Florida,Some college but no degree,267
2014,Georgia,10th grade,50
2014,Georgia,11th grade,50
2014,Georgia,12th grade no diploma,10
2014,Georgia,"1st,2nd,3rd,or 4th grade",7
2014,Georgia,5th or 6th grade,15
2014,Georgia,7th and 8th grade,30
2014,Georgia,9th grade,43
2014,Georgia,Associate degree in college - academic program,45
2014,Georgia,Associate degree in college - occupation/vocation program,32
2014,Georgia,Bachelor's degree,182
2014,Georgia,Children,311
2014,Georgia,Doctorate degree,18
2014,Georgia,High school graduate - high school diploma or equivalent,307
2014,Georgia,Less than 1st grade,1
2014,Georgia,Master's degree,74
2014,Georgia,Professional school degree,11
2014,Georgia,Some college but no degree,198
2014,Hawaii,10th grade,21
2014,Hawaii,11th grade,27
2014,Hawaii,12th grade no diploma,8
2014,Hawaii,"1st,2nd,3rd,or 4th grade",2
2014,Hawaii,5th or 6th grade,17
2014,Hawaii,7th and 8th grade,7
2014,Hawaii,9th grade,22
2014,Hawaii,Associate degree in college - academic program,45
2014,Hawaii,Associate degree in college - occupation/vocation program,59
2014,Hawaii,Bachelor's degree,180
2014,Hawaii,Children,234
2014,Hawaii,Doctorate degree,11
2014,Hawaii,High school graduate - high school diploma or equivalent,300
2014,Hawaii,Less than 1st grade,3
2014,Hawaii,Master's degree,74
2014,Hawaii,Professional school degree,12
2014,Hawaii,Some college but no degree,184
2014,Idaho,10th grade,17
2014,Idaho,11th grade,25
2014,Idaho,12th grade no diploma,6
2014,Idaho,"1st,2nd,3rd,or 4th grade",5
2014,Idaho,5th or 6th grade,6
2014,Idaho,7th and 8th grade,12
2014,Idaho,9th grade,26
2014,Idaho,Associate degree in college - academic program,30
2014,Idaho,Associate degree in college - occupation/vocation program,24
2014,Idaho,Bachelor's degree,83
2014,Idaho,Children,210
2014,Idaho,Doctorate degree,7
2014,Idaho,High school graduate - high school diploma or equivalent,136
2014,Idaho,Less than 1st grade,4
2014,Idaho,Master's degree,26
2014,Idaho,Professional school degree,5
2014,Idaho,Some college but no degree,108
2014,Illinois,10th grade,56
2014,Illinois,11th grade,52
2014,Illinois,12th grade no diploma,28
2014,Illinois,"1st,2nd,3rd,or 4th grade",8
2014,Illinois,5th or 6th grade,10
2014,Illinois,7th and 8th grade,38
2014,Illinois,9th grade,28
2014,Illinois,Associate degree in college - academic program,49
2014,Illinois,Associate degree in college - occupation/vocation program,49
2014,Illinois,Bachelor's degree,272
2014,Illinois,Children,432
2014,Illinois,Doctorate degree,19
2014,Illinois,High school graduate - high school diploma or equivalent,368
2014,Illinois,Less than 1st grade,11
2014,Illinois,Master's degree,129
2014,Illinois,Professional school degree,13
2014,Illinois,Some college but no degree,282
2014,Indiana,10th grade,31
2014,Indiana,11th grade,32
2014,Indiana,12th grade no diploma,5
2014,Indiana,"1st,2nd,3rd,or 4th grade",2
2014,Indiana,5th or 6th grade,2
2014,Indiana,7th and 8th grade,18
2014,Indiana,9th grade,14
2014,Indiana,Associate degree in college - academic program,33
2014,Indiana,Associate degree in college - occupation/vocation program,26
2014,Indiana,Bachelor's degree,97
2014,Indiana,Children,209
2014,Indiana,Doctorate degree,17
2014,Indiana,High school graduate - high school diploma or equivalent,216
2014,Indiana,Less than 1st grade,1
2014,Indiana,Master's degree,33
2014,Indiana,Professional school degree,9
2014,Indiana,Some college but no degree,115
2014,Iowa,10th grade,32
2014,Iowa,11th grade,30
2014,Iowa,12th grade no diploma,3
2014,Iowa,"1st,2nd,3rd,or 4th grade",4
2014,Iowa,5th or 6th grade,2
2014,Iowa,7th and 8th grade,28
2014,Iowa,9th grade,14
2014,Iowa,Associate degree in college - academic program,42
2014,Iowa,Associate degree in college - occupation/vocation program,55
2014,Iowa,Bachelor's degree,134
2014,Iowa,Children,260
2014,Iowa,Doctorate degree,11
2014,Iowa,High school graduate - high school diploma or equivalent,241
2014,Iowa,Master's degree,39
2014,Iowa,Professional school degree,5
2014,Iowa,Some college but no degree,143
2014,Kansas,10th grade,14
2014,Kansas,11th grade,32
2014,Kansas,12th grade no diploma,3
2014,Kansas,"1st,2nd,3rd,or 4th grade",1
2014,Kansas,5th or 6th grade,4
2014,Kansas,7th and 8th grade,10
2014,Kansas,9th grade,25
2014,Kansas,Associate degree in college - academic program,23
2014,Kansas,Associate degree in college - occupation/vocation program,20
2014,Kansas,Bachelor's degree,143
2014,Kansas,Children,220
2014,Kansas,Doctorate degree,9
2014,Kansas,High school graduate - high school diploma or equivalent,190
2014,Kansas,Less than 1st grade,1
2014,Kansas,Master's degree,61
2014,Kansas,Professional school degree,6
2014,Kansas,Some college but no degree,138
2014,Kentucky,10th grade,28
2014,Kentucky,11th grade,21
2014,Kentucky,12th grade no diploma,10
2014,Kentucky,"1st,2nd,3rd,or 4th grade",6
2014,Kentucky,5th or 6th grade,10
2014,Kentucky,7th and 8th grade,22
2014,Kentucky,9th grade,21
2014,Kentucky,Associate degree in college - academic program,25
2014,Kentucky,Associate degree in college - occupation/vocation program,30
2014,Kentucky,Bachelor's degree,63
2014,Kentucky,Children,189
2014,Kentucky,Doctorate degree,3
2014,Kentucky,High school graduate - high school diploma or equivalent,254
2014,Kentucky,Less than 1st grade,1
2014,Kentucky,Master's degree,38
2014,Kentucky,Professional school degree,3
2014,Kentucky,Some college but no degree,106
2014,Louisiana,10th grade,18
2014,Louisiana,11th grade,32
2014,Louisiana,12th grade no diploma,4
2014,Louisiana,"1st,2nd,3rd,or 4th grade",3
2014,Louisiana,5th or 6th grade,2
2014,Louisiana,7th and 8th grade,19
2014,Louisiana,9th grade,17
2014,Louisiana,Associate degree in college - academic program,16
2014,Louisiana,Associate degree in college - occupation/vocation program,24
2014,Louisiana,Bachelor's degree,88
2014,Louisiana,Children,184
2014,Louisiana,Doctorate degree,9
2014,Louisiana,High school graduate - high school diploma or equivalent,148
2014,Louisiana,Less than 1st grade,1
2014,Louisiana,Master's degree,35
2014,Louisiana,Professional school degree,6
2014,Louisiana,Some college but no degree,105
2014,Maine,10th grade,26
2014,Maine,11th grade,32
2014,Maine,12th grade no diploma,5
2014,Maine,"1st,2nd,3rd,or 4th grade",2
2014,Maine,5th or 6th grade,1
2014,Maine,7th and 8th grade,23
2014,Maine,9th grade,23
2014,Maine,Associate degree in college - academic program,38
2014,Maine,Associate degree in college - occupation/vocation program,38
2014,Maine,Bachelor's degree,121
2014,Maine,Children,201
2014,Maine,Doctorate degree,13
2014,Maine,High school graduate - high school diploma or equivalent,264
2014,Maine,Less than 1st grade,2
2014,Maine,Master's degree,66
2014,Maine,Professional school degree,7
2014,Maine,Some college but no degree,141
2014,Maryland,10th grade,38
2014,Maryland,11th grade,34
2014,Maryland,12th grade no diploma,7
